2,barley/spring barley,1714.5,2012-05-02,2012-09-01
2,barley/spring barley,1715.4,2012-05-02,2012-09-01
2,barley/spring barley,1714.8,2012-05-02,2012-09-01
2,barley/spring barley,1714.8,2012-05-02,2012-09-01
2,barley/spring barley,1714.5,2012-05-02,2012-09-01
2,barley/spring barley,1714.5,2012-05-02,2012-09-01
2,barley/spring barley,1710.7,2012-05-02,2012-09-01
2,barley/spring barley,1711.2,2012-05-02,2012-09-01
2,barley/spring barley,1712.4,2012-05-02,2012-09-01
2,barley/spring barley,1712.4,2012-05-02,2012-09-01
2,barley/spring barley,1712.7,2012-05-02,2012-09-01
2,barley/spring barley,1712.7,2012-05-02,2012-09-01
2,barley/spring barley,1716.4,2012-05-02,2012-09-01
2,barley/spring barley,1712.7,2012-05-02,2012-09-01
2,barley/spring barley,1694.3,2012-05-02,2012-09-01
2,barley/spring barley,1694.7,2012-05-02,2012-09-01
2,barley/spring barley,1694.2,2012-05-02,2012-09-01
2,barley/spring barley,1694.6,2012-05-02,2012-09-01
2,barley/spring barley,1694.3,2012-05-02,2012-09-01
2,barley/spring barley,1694.3,2012-05-02,2012-09-01
2,barley/spring barley,1696.5,2012-05-02,2012-09-01
2,barley/spring barley,1696.8,2012-05-02,2012-09-01
2,barley/spring barley,1697.2,2012-05-02,2012-09-01
2,barley/spring barley,1696.7,2012-05-02,2012-09-01
2,barley/spring barley,1697.1,2012-05-02,2012-09-01
2,barley/spring barley,1697.1,2012-05-02,2012-09-01
2,barley/spring barley,1695,2012-05-02,2012-09-01
2,barley/spring barley,1697.1,2012-05-02,2012-09-01
2,barley/spring barley,1624.1,2012-05-02,2012-09-01
2,barley/spring barley,1702.9,2012-05-02,2012-09-01
2,barley/spring barley,1626.7,2012-05-02,2012-09-01
2,barley/spring barley,1632.8,2012-05-02,2012-09-01
2,barley/spring barley,1624.1,2012-05-02,2012-09-01
2,barley/spring barley,1624.1,2012-05-02,2012-09-01
2,barley/spring barley,1701.2,2012-05-02,2012-09-01
2,barley/spring barley,1700,2012-05-02,2012-09-01
2,barley/spring barley,1713.4,2012-05-02,2012-09-01
2,barley/spring barley,1708.2,2012-05-02,2012-09-01
2,barley/spring barley,1715.3,2012-05-02,2012-09-01
2,barley/spring barley,1715.3,2012-05-02,2012-09-01
2,barley/spring barley,1712.1,2012-05-02,2012-09-01
2,barley/spring barley,1715.3,2012-05-02,2012-09-01
2,barley/spring barley,1714.9,2012-05-02,2012-09-01
2,barley/spring barley,1712.5,2012-05-02,2012-09-01
2,barley/spring barley,1712.9,2012-05-02,2012-09-01
2,barley/spring barley,1708.5,2012-05-02,2012-09-01
2,barley/spring barley,1714.9,2012-05-02,2012-09-01
2,barley/spring barley,1714.9,2012-05-02,2012-09-01
2,barley/spring barley,1636.1,2012-05-02,2012-09-01
2,barley/spring barley,1626.5,2012-05-02,2012-09-01
2,barley/spring barley,1625.4,2012-05-02,2012-09-01
2,barley/spring barley,1630.7,2012-05-02,2012-09-01
2,barley/spring barley,1622.7,2012-05-02,2012-09-01
2,barley/spring barley,1622.7,2012-05-02,2012-09-01
2,barley/spring barley,1703.7,2012-05-02,2012-09-01
2,barley/spring barley,1622.7,2012-05-02,2012-09-01
2,barley/spring barley,1701.7,2012-05-02,2012-09-01
2,barley/spring barley,1701.9,2012-05-02,2012-09-01
2,barley/spring barley,1706.4,2012-05-02,2012-09-01
2,barley/spring barley,1711.8,2012-05-02,2012-09-01
2,barley/spring barley,1701.7,2012-05-02,2012-09-01
2,barley/spring barley,1701.7,2012-05-02,2012-09-01
2,barley/spring barley,1697.4,2012-05-02,2012-09-01
2,barley/spring barley,1711.3,2012-05-02,2012-09-01
2,barley/spring barley,1706.4,2012-05-02,2012-09-01
2,barley/spring barley,1701.5,2012-05-02,2012-09-01
2,barley/spring barley,1700.6,2012-05-02,2012-09-01
2,barley/spring barley,1700.6,2012-05-02,2012-09-01
2,barley/spring barley,1716.1,2012-05-02,2012-09-01
2,barley/spring barley,1700.6,2012-05-02,2012-09-01
2,barley/spring barley,1633.9,2012-05-02,2012-09-01
2,barley/spring barley,1633,2012-05-02,2012-09-01
2,barley/spring barley,1629.5,2012-05-02,2012-09-01
2,barley/spring barley,1630.9,2012-05-02,2012-09-01
2,barley/spring barley,1633.9,2012-05-02,2012-09-01
2,barley/spring barley,1633.9,2012-05-02,2012-09-01
2,barley/spring barley,1708.8,2012-05-02,2012-09-01
2,barley/spring barley,1700.1,2012-05-02,2012-09-01
2,barley/spring barley,1705.5,2012-05-02,2012-09-01
2,barley/spring barley,1704.1,2012-05-02,2012-09-01
2,barley/spring barley,1699.7,2012-05-02,2012-09-01
2,barley/spring barley,1699.7,2012-05-02,2012-09-01
2,barley/spring barley,1623.8,2012-05-02,2012-09-01
2,barley/spring barley,1699.7,2012-05-02,2012-09-01
2,barley/spring barley,1632,2012-05-02,2012-09-01
2,barley/spring barley,1708.5,2012-05-02,2012-09-01
2,barley/spring barley,1632.2,2012-05-02,2012-09-01
2,barley/spring barley,1629.1,2012-05-02,2012-09-01
2,barley/spring barley,1632,2012-05-02,2012-09-01
2,barley/spring barley,1632,2012-05-02,2012-09-01
2,barley/spring barley,1712.1,2012-05-02,2012-09-01
2,barley/spring barley,1709.7,2012-05-02,2012-09-01
2,barley/spring barley,1712.4,2012-05-02,2012-09-01
2,barley/spring barley,1715.2,2012-05-02,2012-09-01
2,barley/spring barley,1712.6,2012-05-02,2012-09-01
2,barley/spring barley,1712.6,2012-05-02,2012-09-01
2,barley/spring barley,1705.9,2012-05-02,2012-09-01
2,barley/spring barley,1712.6,2012-05-02,2012-09-01
2,barley/spring barley,1705.7,2012-05-02,2012-09-01
2,barley/spring barley,1701.8,2012-05-02,2012-09-01
2,barley/spring barley,1705.5,2012-05-02,2012-09-01
2,barley/spring barley,1706.4,2012-05-02,2012-09-01
2,barley/spring barley,1705.7,2012-05-02,2012-09-01
2,barley/spring barley,1705.7,2012-05-02,2012-09-01
2,barley/spring barley,1704.8,2012-05-02,2012-09-01
2,barley/spring barley,1705.3,2012-05-02,2012-09-01
2,barley/spring barley,1700.4,2012-05-02,2012-09-01
2,barley/spring barley,1700.5,2012-05-02,2012-09-01
2,barley/spring barley,1700.3,2012-05-02,2012-09-01
2,barley/spring barley,1700.3,2012-05-02,2012-09-01
2,barley/spring barley,1702,2012-05-02,2012-09-01
2,barley/spring barley,1700.3,2012-05-02,2012-09-01
2,barley/spring barley,1695.8,2012-05-02,2012-09-01
2,barley/spring barley,1633.6,2012-05-02,2012-09-01
2,barley/spring barley,1696.1,2012-05-02,2012-09-01
2,barley/spring barley,1700.1,2012-05-02,2012-09-01
2,barley/spring barley,1695.8,2012-05-02,2012-09-01
2,barley/spring barley,1695.8,2012-05-02,2012-09-01
2,barley/spring barley,1695.6,2012-05-02,2012-09-01
2,barley/spring barley,1700.1,2012-05-02,2012-09-01
2,barley/spring barley,1663.6,2012-05-02,2012-09-01
2,barley/spring barley,1633.3,2012-05-02,2012-09-01
2,barley/spring barley,1663.3,2012-05-02,2012-09-01
2,barley/spring barley,1663.3,2012-05-02,2012-09-01
2,barley/spring barley,1664.2,2012-05-02,2012-09-01
2,barley/spring barley,1663.3,2012-05-02,2012-09-01
2,barley/spring barley,1709.8,2012-05-02,2012-09-01
2,barley/spring barley,1710.5,2012-05-02,2012-09-01
2,barley/spring barley,1709.6,2012-05-02,2012-09-01
2,barley/spring barley,1710.1,2012-05-02,2012-09-01
2,barley/spring barley,1709.8,2012-05-02,2012-09-01
2,barley/spring barley,1709.8,2012-05-02,2012-09-01
2,barley/spring barley,1709.6,2012-05-02,2012-09-01
2,barley/spring barley,1709.8,2012-05-02,2012-09-01
2,barley/spring barley,1710.7,2012-05-02,2012-09-01
2,barley/spring barley,1710.3,2012-05-02,2012-09-01
2,barley/spring barley,1710.6,2012-05-02,2012-09-01
2,barley/spring barley,1710.6,2012-05-02,2012-09-01
2,barley/spring barley,1710.7,2012-05-02,2012-09-01
2,barley/spring barley,1710.6,2012-05-02,2012-09-01
2,barley/spring barley,1708.8,2012-05-02,2012-09-01
2,barley/spring barley,1709.3,2012-05-02,2012-09-01
2,barley/spring barley,1712,2012-05-02,2012-09-01
2,barley/spring barley,1701.5,2012-05-02,2012-09-01
2,barley/spring barley,1708.8,2012-05-02,2012-09-01
2,barley/spring barley,1708.8,2012-05-02,2012-09-01
2,barley/spring barley,1710.7,2012-05-02,2012-09-01
2,barley/spring barley,1707.8,2012-05-02,2012-09-01
2,barley/spring barley,1703.8,2012-05-02,2012-09-01
2,barley/spring barley,1715.1,2012-05-02,2012-09-01
2,barley/spring barley,1708.5,2012-05-02,2012-09-01
2,barley/spring barley,1708.5,2012-05-02,2012-09-01
2,barley/spring barley,1706.8,2012-05-02,2012-09-01
2,barley/spring barley,1708.5,2012-05-02,2012-09-01
2,barley/spring barley,1692.5,2012-05-02,2012-09-01
2,barley/spring barley,1705,2012-05-02,2012-09-01
2,barley/spring barley,1699.2,2012-05-02,2012-09-01
2,barley/spring barley,1700.1,2012-05-02,2012-09-01
2,barley/spring barley,1692.5,2012-05-02,2012-09-01
2,barley/spring barley,1692.5,2012-05-02,2012-09-01
2,barley/spring barley,1709.4,2012-05-02,2012-09-01
2,barley/spring barley,1712.3,2012-05-02,2012-09-01
2,barley/spring barley,1717.1,2012-05-02,2012-09-01
2,barley/spring barley,1705.1,2012-05-02,2012-09-01
2,barley/spring barley,1713.1,2012-05-02,2012-09-01
2,barley/spring barley,1713.1,2012-05-02,2012-09-01
2,barley/spring barley,1708,2012-05-02,2012-09-01
2,barley/spring barley,1713.1,2012-05-02,2012-09-01
2,barley/spring barley,1705.9,2012-05-02,2012-09-01
2,barley/spring barley,1704.9,2012-05-02,2012-09-01
2,barley/spring barley,1707.5,2012-05-02,2012-09-01
2,barley/spring barley,1701.3,2012-05-02,2012-09-01
2,barley/spring barley,1705.9,2012-05-02,2012-09-01
2,barley/spring barley,1705.9,2012-05-02,2012-09-01
2,barley/spring barley,1705.6,2012-05-02,2012-09-01
2,barley/spring barley,1702.9,2012-05-02,2012-09-01
2,barley/spring barley,1700.2,2012-05-02,2012-09-01
2,barley/spring barley,1706.2,2012-05-02,2012-09-01
2,barley/spring barley,1701.9,2012-05-02,2012-09-01
2,barley/spring barley,1701.9,2012-05-02,2012-09-01
2,barley/spring barley,1702.1,2012-05-02,2012-09-01
2,barley/spring barley,1701.9,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1707.2,2012-05-02,2012-09-01
2,barley/spring barley,1701.9,2012-05-02,2012-09-01
2,barley/spring barley,1710.5,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1703.2,2012-05-02,2012-09-01
2,barley/spring barley,1708.9,2012-05-02,2012-09-01
2,barley/spring barley,1716.1,2012-05-02,2012-09-01
2,barley/spring barley,1707.7,2012-05-02,2012-09-01
2,barley/spring barley,1714.2,2012-05-02,2012-09-01
2,barley/spring barley,1714.2,2012-05-02,2012-09-01
2,barley/spring barley,1714.3,2012-05-02,2012-09-01
2,barley/spring barley,1714.2,2012-05-02,2012-09-01
2,barley/spring barley,1704.9,2012-05-02,2012-09-01
2,barley/spring barley,1704,2012-05-02,2012-09-01
2,barley/spring barley,1705.2,2012-05-02,2012-09-01
2,barley/spring barley,1703.8,2012-05-02,2012-09-01
2,barley/spring barley,1704.9,2012-05-02,2012-09-01
2,barley/spring barley,1704.9,2012-05-02,2012-09-01
2,barley/spring barley,1704.7,2012-05-02,2012-09-01
2,barley/spring barley,1703.8,2012-05-02,2012-09-01
2,barley/spring barley,1703.2,2012-05-02,2012-09-01
2,barley/spring barley,1704.1,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1703.6,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1708.6,2012-05-02,2012-09-01
2,barley/spring barley,1707.4,2012-05-02,2012-09-01
2,barley/spring barley,1708.6,2012-05-02,2012-09-01
2,barley/spring barley,1704.6,2012-05-02,2012-09-01
2,barley/spring barley,1708.6,2012-05-02,2012-09-01
2,barley/spring barley,1708.6,2012-05-02,2012-09-01
2,barley/spring barley,1708.3,2012-05-02,2012-09-01
2,barley/spring barley,1704.2,2012-05-02,2012-09-01
2,barley/spring barley,1703.1,2012-05-02,2012-09-01
2,barley/spring barley,1707,2012-05-02,2012-09-01
2,barley/spring barley,1703.1,2012-05-02,2012-09-01
2,barley/spring barley,1703.1,2012-05-02,2012-09-01
2,barley/spring barley,1703.4,2012-05-02,2012-09-01
2,barley/spring barley,1703.1,2012-05-02,2012-09-01
2,barley/spring barley,1697.8,2012-05-02,2012-09-01
2,barley/spring barley,1621.8,2012-05-02,2012-09-01
2,barley/spring barley,1699.3,2012-05-02,2012-09-01
2,barley/spring barley,1698.2,2012-05-02,2012-09-01
2,barley/spring barley,1697.8,2012-05-02,2012-09-01
2,barley/spring barley,1697.8,2012-05-02,2012-09-01
2,barley/spring barley,1699.5,2012-05-02,2012-09-01
2,barley/spring barley,1701.3,2012-05-02,2012-09-01
2,barley/spring barley,1697,2012-05-02,2012-09-01
2,barley/spring barley,1698,2012-05-02,2012-09-01
